t_s,flow_in_gpm,flow_out_gpm,pit_bbl,spp_psi,is_kick
47,650.0,651.3415732926481,400.01776094405875,3174.1393468727297,0
48,650.0,654.0734813784313,400.01683693400565,3193.1943805428878,0
49,650.0,650.4054744169333,400.01933317638003,3205.685401598027,0
50,650.0,651.73471639214,400.02067548734794,3191.531275642875,0
51,650.0,653.7877293550313,400.01988898504504,3218.1388309176536,0
52,650.0,641.257065080866,400.0181362805568,3209.489110692907,0
53,650.0,648.0819727018562,400.0185530031801,3204.272290474393,0
54,650.0,647.1777640742432,400.01781377709557,3209.1340688824544,0
55,650.0,646.16673291054,400.0171863171,3174.995328779475,0
56,650.0,648.3491464926399,400.0154834958997,3191.031858048304,0
57,650.0,658.9696478674064,400.0139663828129,3181.275551051432,0
58,650.0,644.8050133058406,400.0142103880417,3206.91897033083,0
59,650.0,655.8096701275489,400.01381007036997,3181.549808567833,0
60,650.0,639.9027813703052,400.017554841949,3201.474871612283,0
61,650.0,647.9906898200853,400.01844622209796,3197.0387929797125,0
62,650.0,650.9765183906301,400.0167186793259,3210.7998571345643,0
63,650.0,653.5173339881557,400.01441522496134,3178.4599314845327,0
64,650.0,654.2673594787572,400.0150124820443,3208.131701839565,0
65,650.0,654.7600834111995,400.0144171814022,3180.749416966474,0
66,650.0,647.9076495665093,400.0164143938265,3182.6422412621973,0
67,650.0,647.2258892440126,400.0168371895842,3197.433269339509,0
68,650.0,655.1478552875429,400.01386340911966,3221.497938617531,0
69,650.0,648.8521740507103,400.01233427267204,3184.8511710124712,0
70,650.0,642.3458820599725,400.011321349588,3167.9994800905356,0
71,650.0,643.2002767159792,400.0119844049956,3182.9850600353034,0
72,650.0,644.4832862839903,400.0104052763508,3193.0670852785956,0
73,650.0,652.9829644643225,400.0106345027417,3233.6428255194733,0
74,650.0,650.8545544164234,400.0086302780099,3206.9899557376607,0
75,650.0,654.1429121244066,400.00863955613835,3186.441478805714,0
76,650.0,647.4364841219808,400.00919459511505,3197.4571323999266,0
77,650.0,650.9512381464602,400.0113868605911,3228.2774330428424,0
78,650.0,653.7535423638041,400.0117552237265,3195.6732319374814,0
79,650.0,648.1439207616786,400.01053012134014,3195.889244982546,0
80,650.0,652.7406514253445,400.01276962897055,3192.702119441439,0
81,650.0,646.0284443536001,400.01249486191625,3212.5291872261387,0
82,650.0,647.8216769206095,400.0136552120684,3190.542829637099,0
83,650.0,647.7095726360101,400.01273586841165,3215.701158822537,0
84,650.0,642.8249621264657,400.0128720358015,3219.1298733698704,0
85,650.0,652.9218348847135,400.0116701338996,3211.0428176483906,0
86,650.0,647.1835859587836,400.01215352383264,3195.964276201911,0
87,650.0,650.0749647123661,400.0133592659754,3174.8275631351707,0
88,650.0,652.8844799534354,400.0126170670621,3195.9684663661037,0
89,650.0,652.6791870561797,400.01179055518304,3187.9656924248884,0
90,650.0,653.9923106538367,400.0123257825107,3185.97765078005,0
91,650.0,649.4090870929434,400.01108825855573,3195.69137534826,0
92,650.0,647.4602101277351,400.0088113430247,3208.6262392884246,0
93,650.0,649.5216907345616,400.0093411376523,3188.7894161600725,0
94,650.0,639.8759933962518,400.0091795918874,3175.253378259136,0
95,650.0,641.3173251654615,400.0089863028002,3182.7425622940414,0
96,650.0,642.0638023258736,400.00976790842213,3230.426222636225,0
97,650.0,644.0165190343911,400.01075903395076,3209.8773245792286,0
98,650.0,652.3986453603407,400.0105175311134,3182.760786139592,0
99,650.0,644.5671256678396,400.00883352700544,3223.202077060453,0
100,650.0,647.7310246757637,400.0078756468007,3195.6807310068248,0
101,650.0,657.7953697867164,400.0087530926964,3241.0044651204526,0
102,650.0,647.8624161736315,400.00895769669154,3204.716939755418,0
103,650.0,654.4250934108026,400.0081330576429,3210.179341115773,0
104,650.0,644.3982939199408,400.0069564779142,3215.0711919296746,0
105,650.0,648.7673746527943,400.00788321212957,3226.747595678008,0
106,650.0,644.2998676705365,400.0075507335212,3192.097891623957,0
107,650.0,647.9658015445966,400.00867980868935,3225.191948379634,0
108,650.0,655.0418488247444,400.0099988123855,3188.7717339644237,0
109,650.0,639.6360774608459,400.0095295527601,3193.493974287036,0
110,650.0,652.6065418612751,400.0109540239873,3200.1605762628124,0
111,650.0,651.4264136139936,400.01116163861906,3216.567748158337,0
112,650.0,646.4351002658192,400.01156327597545,3194.0561807349977,0
113,650.0,641.3236528736693,400.00828015233276,3229.7129843476655,0
114,650.0,650.4327770462833,400.00682377038527,3223.876108134499,0
115,650.0,646.8230437456172,400.00544872883944,3200.712741306828,0
116,650.0,651.3960572681282,400.0049707467559,3182.611050415006,0
117,650.0,650.1311128731406,400.0051422732673,3218.0201347429947,0
118,650.0,659.6106733479255,400.00537514875487,3162.278672099386,0
119,650.0,648.5638662351619,400.0058037691751,3213.3432957289674,0
120,650.0,643.8590150442689,400.00477635228816,3185.171245131212,0
121,650.0,651.0756538097379,400.00581339673386,3222.612747537171,0
122,650.0,651.3199801038306,400.00852732939916,3175.0553509648234,0
123,650.0,658.1551254514426,400.007997342068,3188.0804995715093,0
124,650.0,655.0106674754875,400.00700183981684,3207.88659431632,0
125,650.0,652.1412263548971,400.00597384208095,3210.8290181460643,0
126,650.0,658.7798173473174,400.00610204382076,3188.730217196654,0
127,650.0,642.8674216740629,400.00531339915636,3194.0217508711257,0
128,650.0,646.1614908035015,400.0027179065367,3217.1474527057,0
129,650.0,644.4405443515668,400.00053277872803,3218.1223212327186,0
130,650.0,647.6611411810654,400.00206306393727,3193.66829691925,0
131,650.0,641.7398831146621,400.0039857549974,3189.07162654556,0
132,650.0,653.8109056808864,400.00638558937936,3175.3576485577782,0
133,650.0,648.6666638174073,400.00672504603756,3204.565459125997,0
134,650.0,641.175162232984,400.0052386877756,3214.627322644466,0
135,650.0,643.9065255127548,400.0045816635519,3202.7244110815013,0
136,650.0,651.8810830847011,400.0023445820994,3183.350067394632,0
137,650.0,655.0287594073662,400.0000497441151,3232.1573577604026,0
138,650.0,661.9803853501508,400.00043263818094,3162.1387322254327,0
139,650.0,667.483174796044,400.00124115550506,3215.80807600325,0
140,650.0,652.486456599656,400.00417871583863,3203.9008134751907,0
141,650.0,644.0627712798088,400.00405407547436,3208.4362183540416,0
142,650.0,637.2077223156122,400.00201732325814,3185.8370679095706,0
143,650.0,651.606268774063,400.00183444268254,3197.256506974086,0
144,650.0,645.122353428138,400.0014107538839,3205.2803097130945,0
145,650.0,647.5078564389219,400.00067390636866,3198.4552461285393,0
146,650.0,646.3274192056411,400.00118953071984,3167.712270561664,0
147,650.0,649.1552546815017,399.9993678219262,3230.8250210618917,0
148,650.0,656.3958813847258,399.99956390407544,3211.703555717324,0
149,650.0,650.9422914046721,400.000541248974,3200.622672629035,0
150,650.0,649.0481909777678,400.0026708556294,3201.7836312574573,0
151,650.0,643.7860774830451,400.00313641940295,3230.307284498273,0
152,650.0,639.9519023317739,400.0047011000787,3186.6308822716924,0
153,650.0,647.08215254556,400.00403525601826,3182.571811591769,0
154,650.0,649.6773046950901,400.0035788206071,3215.3013864568998,0
155,650.0,660.6075794814793,400.00560059116896,3208.3284238484093,0
156,650.0,650.7816471288373,400.0035432145315,3181.822068035105,0
157,650.0,655.8964370661383,400.00293850407814,3219.5962894337576,0
158,650.0,647.0042264087651,400.0046311735382,3205.3092426154017,0
159,650.0,642.8903374014978,400.0043145059661,3183.8367569543657,0
160,650.0,644.2092994266058,400.0038861029183,3208.825829787549,0
161,650.0,645.6486436127855,400.00348810474344,3206.132478812916,0
162,650.0,662.770818394611,400.0036638324057,3198.415195221727,0
163,650.0,645.0716799246537,400.0052929581686,3206.9175945251036,0
164,650.0,655.0309352224181,400.0066793054461,3211.271431430491,0
165,650.0,644.5824369314778,400.00669649130833,3216.4554516652192,0
166,650.0,655.5894380772455,400.00833507415956,3201.9313166440393,0
167,650.0,652.3097057966352,400.00884776360454,3195.1289242300395,0
168,650.0,649.0601726140515,400.01013644385625,3204.3030978065362,0
169,650.0,649.7554248431874,400.0085938896451,3221.4358278736768,0
170,650.0,646.0712738274236,400.01120171874527,3211.3387819857267,0
171,650.0,652.6764332088925,400.0115320383265,3194.1189039167643,0
172,650.0,647.2700991179553,400.00740957430554,3201.0017491707504,0
173,650.0,642.6463654173965,400.00989886506574,3229.9818755499327,0
174,650.0,642.3323745540823,400.0099064474625,3213.4872604593834,0
175,650.0,651.0355275063328,400.0093132065208,3202.732614143265,0
176,650.0,659.4745475384626,400.008404681923,3220.5268107931806,0
177,650.0,650.9599496814407,400.0090639347259,3190.2243756210396,0
178,650.0,649.2881700433408,400.00773135134745,3205.9203041226715,0
179,650.0,651.7149568376152,400.00686599165346,3233.7611903477896,0
180,650.0,657.8360104502409,400.0060366744977,3211.763888355528,0
181,650.0,651.3162950081831,400.0055983039322,3229.175306498622,0
182,650.0,647.5344366149976,400.00482549155754,3198.492328185467,0
183,650.0,656.6377322603594,400.0061047127551,3191.4283422150825,0
184,650.0,652.5725386307697,400.00651130621225,3220.883918899372,0
185,650.0,659.2145359519759,400.00710086131977,3167.090297444673,0
186,650.0,651.0994066233314,400.00801676464005,3203.2434237066022,0
187,650.0,642.653185809677,400.0078771232348,3218.555774329071,0
188,650.0,641.791044804526,400.0063466592411,3210.1252148608414,0
189,650.0,659.9055675933874,400.00905441796016,3162.1549954930233,0
190,650.0,660.3419943246997,400.0104457199421,3175.7720889110346,0
191,650.0,648.9228847203044,400.012864960463,3197.9410721558856,0
192,650.0,647.7008760731841,400.01441676809446,3208.547582829988,0
193,650.0,658.7686657534532,400.01372621098864,3209.254341585438,0
194,650.0,643.3577259077391,400.01020424408114,3199.8890501480873,0
195,650.0,644.631637886265,400.0083605994429,3213.144319793913,0
196,650.0,653.8599607681342,400.0093153825129,3207.8641118556034,0
197,650.0,647.6323692628424,400.00916276063396,3197.6850092529776,0
198,650.0,649.9692687996795,400.00853298584553,3209.6768044217665,0
199,650.0,649.019342608853,400.0047896555931,3188.345589215346,0
200,650.0,652.0254472927936,400.0047699646967,3211.462777498418,0
201,650.0,658.4448911678822,400.00314729687136,3184.7557518605536,0
202,650.0,650.5435094414105,400.00206072300017,3208.7740354137422,0
203,650.0,653.8636327596612,400.00333587914554,3208.331397622859,0
204,650.0,637.6989673938139,400.0017921662144,3194.620270732944,0
205,650.0,649.7076895884193,400.00039163225637,3211.429103629572,0
206,650.0,644.9406183782428,400.0006700027475,3227.7685689810746,0
207,650.0,642.6871216374582,400.00197854588487,3181.6397391904216,0
208,650.0,644.7310857984274,400.00137448704174,3217.175561539583,0
209,650.0,647.9952593557952,400.0035753101493,3219.5568818835504,0
210,650.0,655.4954152541361,400.0016573063824,3196.269325423531,0
211,650.0,642.0416436935626,399.9994762229815,3214.4162291386638,0
212,650.0,650.1837889555665,399.9971672939841,3195.417692916473,0
213,650.0,647.0949833999986,399.99468901833745,3222.6116533803365,0
214,650.0,648.0339614338283,399.9951938417852,3150.698878087795,0
215,650.0,656.0165469518276,399.9937271578061,3226.00800495064,0
216,650.0,653.2286926220236,399.99161186926034,3179.9789930680554,0
217,650.0,658.0243886446565,399.99218156430305,3201.6194590973582,0
218,650.0,649.0729659245006,399.99341748817386,3185.348894010312,0
219,650.0,645.8243443299758,399.9949937757692,3226.9371836644664,0
220,650.0,648.656847098717,399.9963067024662,3195.876946071219,0
221,650.0,651.4549807476274,399.99492954726713,3190.242121590844,0
222,650.0,651.0594401507223,399.9953436837138,3220.1632155208968,0
223,650.0,643.4936715665998,399.9960889910799,3213.178468836858,0
224,650.0,650.5429386897672,399.9953766662123,3193.994574562432,0
225,650.0,651.3693699808334,399.99562379436816,3182.158594126472,0
226,650.0,665.1048442252036,399.9937463670232,3179.7275972870034,0
227,650.0,661.26106766769,399.992804966759,3222.95124532105,0
228,650.0,644.8805398966471,399.99336264771745,3207.5407347671826,0
229,650.0,648.275699830705,399.995623961699,3203.121392978109,0
230,650.0,641.219347988978,399.9973511211189,3208.8601387046524,0
231,650.0,646.4557579162191,399.9983424088355,3164.924220719516,0
232,650.0,651.8936300215421,399.9984619588937,3194.1585333099792,0
233,650.0,657.2351217253293,399.9983491131242,3194.6365635270454,0
234,650.0,645.6254969735384,399.9961777131934,3217.664952725525,0
235,650.0,646.0751213595933,399.99492445339257,3173.5563675950566,0
236,650.0,637.116265821568,399.9937201711107,3218.9656838339833,0
237,650.0,649.0240044767305,399.994582310084,3232.299611164141,0
238,650.0,643.6255135288426,399.9959997317412,3169.056364826498,0
239,650.0,646.8233634358036,399.99710459187054,3200.299759653584,0
240,650.0,644.7388353309944,399.9988785915276,3208.988149389195,0
241,650.0,649.4344246744846,399.9989869778549,3215.7150533757003,0
242,650.0,639.4536296518602,399.997512582581,3161.038432097128,0
243,650.0,641.197728527654,399.9974376832365,3206.0771076334204,0
244,650.0,662.7754826721698,399.9963504276008,3196.0626351842434,0
245,650.0,642.2754645123558,399.9973372175885,3194.9010289846283,0
246,650.0,643.4192865292722,399.9967985864838,3237.242968851858,0
247,650.0,661.0214811699279,399.996650789058,3196.1199229576764,0
248,650.0,667.4304030154425,399.99769122240247,3208.0974020404587,0
249,650.0,642.970600227048,399.9965795809681,3197.8340317621874,0
250,650.0,647.7905062592719,399.9980255458468,3204.342095356367,0
251,650.0,652.049333305643,399.9960041513189,3209.9474706556725,0
252,650.0,660.3721858664336,399.9964639777708,3216.0801121611166,0
253,650.0,644.0788575294306,399.9963276292748,3186.014518996274,0
254,650.0,648.5283329243473,399.99756864196945,3202.7472746832714,0
255,650.0,654.6640254563705,399.99550708102663,3203.3833228120734,0
256,650.0,652.6085964467998,399.9932108943425,3170.3352678503375,0
257,650.0,647.7430635726193,399.99433596092126,3182.8340729604893,0
258,650.0,649.1970622129038,399.9937495777089,3216.036623620391,0
259,650.0,641.7506251497801,399.99361337455326,3191.690658464264,0
260,650.0,648.570957536152,399.9926237508119,3247.016047368053,0
261,650.0,648.4016750599462,399.99399296638165,3217.335265432443,0
262,650.0,651.3930193377576,399.9944417906973,3208.133266206885,0
263,650.0,646.6680366870859,399.9948027868294,3227.1871452564014,0
264,650.0,652.8292311352708,399.9930483561271,3213.909018826896,0
265,650.0,656.076294906919,399.9938006144569,3203.3161423429187,0
266,650.0,650.9325759660107,399.99231229507876,3174.5450187468564,0
267,650.0,652.1105384503952,399.9913244655373,3211.9760740514457,0
268,650.0,650.3189320854672,399.98927644404006,3225.140846059951,0
269,650.0,650.0005063585485,399.9890416318282,3189.3283200622177,0
270,650.0,645.6706517987429,399.9906383417183,3167.131546442208,0
271,650.0,651.8989655700399,399.99097838420204,3180.7528292138923,0
272,650.0,649.4162804095191,399.9903156528423,3231.6625976245064,0
273,650.0,662.5590098535836,399.99047937231944,3201.443588021693,0
274,650.0,659.4401294148514,399.99063479327765,3226.27582475759,0
275,650.0,652.315079315339,399.99073389630354,3200.342804561838,0
276,650.0,645.4216567418314,399.99099989794894,3191.0625927670653,0
277,650.0,643.3255311680995,399.989439906418,3238.4227018760007,0
278,650.0,657.1468577185332,399.98959971395806,3193.310876517637,0
279,650.0,651.5764953508829,399.9869668414041,3195.5167552501193,0
280,650.0,652.8808604203497,399.98783027681674,3208.290896234839,0
281,650.0,639.5324840781549,399.98617615302885,3194.7782007634014,0
282,650.0,655.5646308893491,399.98794254977406,3214.0070806542217,0
283,650.0,652.7265220292862,399.9842746953786,3208.0268320011364,0
284,650.0,643.3374158935131,399.9867863327924,3208.739479564515,0
285,650.0,647.1708511553003,399.9843275017772,3188.9004135943524,0
286,650.0,651.5823032261391,399.98252759983353,3170.0768070910726,0
287,650.0,650.3148007901375,399.98297618539044,3185.020619546149,0
288,650.0,648.2469728851787,399.98390425786704,3186.607943574644,0
289,650.0,649.3790703916043,399.9834791797273,3205.2673705335606,0
290,650.0,648.4881357307587,399.9848180888057,3185.328504438824,0
291,650.0,650.9153750726148,399.98362325742653,3173.624613911857,0
292,650.0,658.8289518379589,399.9830237195064,3179.3612951108194,0
293,650.0,634.6000493544122,399.98257060259266,3206.977093970068,0
294,650.0,648.5788984129418,399.9817630088054,3212.3735283061264,0
295,650.0,651.0590745282346,399.9788617409438,3190.880491330925,0
296,650.0,651.7759639381226,399.978824740344,3192.7987109133414,0
297,650.0,647.7685125120722,399.9786522296135,3211.0515766871695,0
298,650.0,639.4596693051285,399.980269503759,3202.978778364541,0
299,650.0,651.9679729022847,399.97834058713545,3221.3492975188074,0
300,650.0,660.364101284985,399.9773814761494,3197.162121562093,0
301,650.0,640.7968315705032,399.97918671298766,3185.034113740937,0
302,650.0,655.1829680821892,399.9796266462796,3219.555399340254,0
303,650.0,648.0288486612626,399.98045071580884,3194.396694814928,0
304,650.0,649.6320539250269,399.9811308662438,3185.802473811799,0
305,650.0,643.6826089357763,399.981817673715,3216.0706741651275,0
306,650.0,647.9932629658647,399.98454924870725,3226.086456304495,0
307,650.0,657.8002675681937,399.98468655969424,3203.2984276141297,0
308,650.0,653.4959314519263,399.98316954477895,3181.9228825787072,0
309,650.0,660.3938696324597,399.9841277410083,3227.626083228505,0
310,650.0,657.0644713338662,399.983277913497,3206.7809685908646,0
311,650.0,652.6345200735775,399.9831130080323,3203.955268664935,0
312,650.0,660.4636071570068,399.983668279535,3192.728503542915,0
313,650.0,652.6339589524298,399.98243624806213,3220.3368801846377,0
314,650.0,654.9679290607824,399.9816708059404,3180.047617241421,0
315,650.0,648.2205742787918,399.982384578797,3178.3329069318324,0
316,650.0,650.3992748951553,399.9815616113402,3234.1011303451246,0
317,650.0,645.8154570601984,399.98302168931417,3184.4763751253477,0
318,650.0,655.9375036075692,399.9815424529174,3217.2742904637466,0
319,650.0,642.9301782613109,399.98005816635276,3224.811853461585,0
320,650.0,654.694102054506,399.9829172501514,3203.782946537513,0
321,650.0,648.8560936549691,399.980621910489,3184.141679286523,0
322,650.0,657.027482560804,399.98058183569555,3211.336000708562,0
323,650.0,654.5052139323875,399.98335906146684,3225.051947230936,0
324,650.0,660.9238769458808,399.983316174295,3206.164713960048,0
325,650.0,654.3846481468319,399.9853363302986,3186.563833890432,0
326,650.0,640.5677584660806,399.9863150425952,3205.5092191622616,0
327,650.0,649.5982809626108,399.98630423976886,3175.0767340162533,0
328,650.0,642.9679568444311,399.9861082718767,3182.4740308164623,0
329,650.0,646.8903209458024,399.98292929575547,3195.34444962578,0
330,650.0,659.0673705996603,399.9824506282656,3201.1074247277757,0
331,650.0,653.8252028653861,399.9827989560244,3178.363435374497,0
332,650.0,645.8064174285275,399.9831464503889,3204.4952471121674,0
333,650.0,643.9176958013576,399.98684523852467,3209.3898504680806,0
334,650.0,650.1966925572576,399.98726667562386,3196.1349600455274,0
335,650.0,642.7006391037132,399.98821189360507,3161.1524050289686,0
336,650.0,645.9731583356205,399.9899593383562,3201.8801931227313,0
337,650.0,651.8720568293074,399.99077009032345,3232.6674820256703,0
338,650.0,656.9318722166402,399.9906410167234,3208.2390170341077,0
339,650.0,653.6525688333467,399.99051923569755,3200.281226235187,0
340,650.0,636.2522629484114,399.9899932539742,3193.295903499998,0
341,650.0,651.8262003741816,399.9906595705179,3210.388120045498,0
342,650.0,650.4322014393955,399.9904040894364,3203.751960042209,0
343,650.0,652.4833417122362,399.9913414940222,3212.731615519628,0
344,650.0,659.6972580899072,399.98982786305675,3180.2659678176165,0
345,650.0,637.6205703391715,399.99004813574436,3202.1840442237694,0
346,650.0,646.4533794488534,399.99237623672644,3191.6984776946792,0
347,650.0,653.5454379367601,399.9920393014804,3206.688705478057,0
348,650.0,640.5104336032764,399.9948038039209,3164.9796758260595,0
349,650.0,658.855694288321,399.99504931109186,3192.9308411769643,0
350,650.0,652.210139676204,399.9949645488037,3209.764114325834,0
351,650.0,655.0795039150604,399.99513947655714,3212.6670479739028,0
352,650.0,646.5743380308693,399.9946723416909,3199.4511897731436,0
353,650.0,654.8825821397973,399.9917015075842,3161.1126599891677,0
354,650.0,656.4108293359342,399.9930217698716,3211.5441270579545,0
355,650.0,651.397268120823,399.9963108396175,3228.5145365340522,0
356,650.0,651.4064053561922,399.9970314835225,3184.9018929601916,0
357,650.0,651.6220594356904,399.99784346496455,3192.3342788586656,0
358,650.0,644.8199284115638,399.9975695759362,3214.517729547475,0
359,650.0,649.1148279185579,399.99930625958444,3214.9984547584845,0
360,650.0,649.0848648052859,399.9992473521568,3219.7466290555594,0
361,650.0,652.300363186121,399.9996481823041,3218.2634090909673,0
362,650.0,655.9989454814618,399.99730035760285,3172.4201930842723,0
363,650.0,643.6487835081296,399.9965063447975,3191.3711187749714,0
364,650.0,649.2499458180826,399.9970573745198,3211.275886834456,0
365,650.0,658.8887332859539,399.9984181921217,3198.448992984265,0
366,650.0,645.5384706271246,399.9998206017348,3206.586050483013,0
367,650.0,645.066499896258,399.99745183036185,3197.652385428478,0
368,650.0,651.2138371509872,399.995235160699,3192.1547684442353,0
369,650.0,655.0663111429119,399.9961113663506,3195.646287021152,0
370,650.0,650.068556333364,399.9949911537686,3179.807130077456,0
371,650.0,657.9737635426219,399.99633304267763,3186.977683277203,0
372,650.0,655.1407638953991,399.993887790364,3198.795144479036,0
373,650.0,655.0509204013404,399.9937401754484,3199.1225037864197,0
374,650.0,653.3246990079446,399.99368882022253,3210.21609689461,0
375,650.0,663.9659186020765,399.99440952086803,3194.866961844234,0
376,650.0,648.7690298668037,399.99286278087385,3230.163880653239,0
377,650.0,637.9788662476009,399.98991263478183,3222.138652190241,0
378,650.0,659.6255261691028,399.9901695439242,3190.957452731776,0
379,650.0,647.2538034142591,399.990959189333,3203.560608819018,0
380,650.0,650.6472826660582,399.99247037177696,3221.831154836924,0
381,650.0,657.8573041091631,399.99193254429684,3188.4673163592147,0
382,650.0,640.3864427536464,399.99309606675837,3186.5406988515474,0
383,650.0,642.4901167153631,399.9938247274207,3223.3883147884744,0
384,650.0,640.3923323772868,399.9958083350373,3212.444824518013,0
385,650.0,645.2351822598474,399.99572525316324,3219.3284858571187,0
386,650.0,652.637819636102,399.993130404209,3205.677765585063,0
387,650.0,653.1451270568766,399.9930289146986,3195.4119879007358,0
388,650.0,651.6576450759713,399.9931615908213,3175.8460296041294,0
389,650.0,641.5234046966458,399.9939388821849,3202.4633729358466,0
390,650.0,636.1393793802041,399.9916398586354,3222.1776786171713,0
391,650.0,650.3261215123423,399.9911717914132,3222.388461956036,0
392,650.0,647.16934379817,399.99247394677053,3219.273613947221,0
393,650.0,652.7563146302997,399.99231781859146,3214.1700090745035,0
394,650.0,654.2117217573276,399.99185921701826,3239.799244588791,0
395,650.0,650.829448592352,399.9947187066149,3172.068996508325,0
396,650.0,654.5607985122551,399.9931137003347,3204.156980077009,0
397,650.0,651.3752682446905,399.99496343239963,3183.138204513088,0
398,650.0,653.1803882336088,399.99649530700344,3227.943922525514,0
399,650.0,645.7719604227807,399.99615755731105,3190.0526822004294,0
400,650.0,648.9223315170112,399.9961082214814,3218.153040121251,0
401,650.0,651.1806565799418,399.996053533382,3191.9119076821576,0
402,650.0,654.9231708525045,399.9963264550165,3207.5647737970635,0
403,650.0,647.6375529666526,399.99543464298034,3198.0466952861566,0
404,650.0,653.1270035343927,399.9947924206407,3199.7518735329154,0
405,650.0,648.4049672485078,399.9942595838443,3206.0053598073464,0
406,650.0,649.2947469960312,399.9937746372934,3216.5511389917597,0
407,650.0,654.9771142521445,399.9933085029476,3198.0323231441507,0
408,650.0,638.0416377736751,399.98994726576404,3216.044514842468,0
409,650.0,642.2211660315514,399.99009373939595,3218.6810083905607,0
410,650.0,641.1068876153431,399.98930253772573,3192.4920665847035,0
411,650.0,635.9983032809101,399.9865023210958,3233.9334623581426,0
412,650.0,645.9304133590689,399.98597724457346,3213.413252391723,0
413,650.0,654.4966033983665,399.9854058083564,3192.234502258878,0
414,650.0,648.2906956017046,399.98731867514704,3211.0524187009723,0
415,650.0,651.1867404916511,399.9865098302094,3218.69166126274,0
416,650.0,656.5353049802648,399.98751151547924,3210.6142242622677,0
417,650.0,657.9661167936061,399.9895857334843,3203.633709678243,0
418,650.0,649.5851723916431,399.98864363042077,3137.8753326118285,0
419,650.0,658.1215153374164,399.98857238460596,3182.5876095303715,0
420,650.0,650.5527599506047,399.99116542226835,3212.214726201718,0
421,650.0,644.9756106570352,399.99150888650104,3182.2298775958807,0
422,650.0,646.4335978868075,399.99206951126416,3209.2495493861197,0
423,650.0,641.1167809246099,399.9914586303782,3215.9252316836055,0
424,650.0,644.671196877598,399.9924892066239,3197.972949889013,0
425,650.0,647.8518998715534,399.99242974270334,3168.23600313416,0
426,650.0,654.8215101162716,399.9896815882965,3186.7384643522364,0
427,650.0,660.3246189869959,399.98914873949553,3212.325969602528,0
428,650.0,641.7069109077378,399.9873739713102,3222.625309471598,0
